Filename,Category,Phishing_Count,Trojan_Count,Spam_Count,Other_Count,None_Count
VirusShare_000fdb1bdcd185b46266ae704a6afc0b.json,Phishing,7,4,0,3,47
VirusShare_00116ed7fea29a5780a8683d1903a1f1.json,Phishing,8,5,0,3,45
VirusShare_00124767f9561dd7cd9ffe5a3b7be744.json,Phishing,7,4,0,3,47
VirusShare_00138f860eaf8e16d3f020c73740692b.json,Phishing,8,4,0,3,46
VirusShare_00143348ba1831410c447b1dfbb4049b.json,Phishing,6,4,0,4,47
VirusShare_00187912097cd596a7f0b6e8411b5cf2.json,Phishing,4,2,0,2,53
VirusShare_00199944b3f112a0cf772545511b18f7.json,Phishing,8,4,0,3,46
VirusShare_001a50027f43106c864bcc6952809af0.json,Phishing,8,4,0,3,46
VirusShare_001a84a1a38de5b576d1d38e7a22ceb7.json,Phishing,8,2,0,3,48
VirusShare_001a852f92cc273d29fe08738b6510c8.json,Phishing,7,4,0,3,47
VirusShare_001a9422e92b46bf292250c63278c31e.json,Phishing,7,5,0,3,46
VirusShare_001aaf51d3cb27a218e9e5b7d593a662.json,Phishing,8,6,0,4,43
VirusShare_001b9f313ec3522e21c99e2d40d03426.json,Phishing,11,3,6,11,30
VirusShare_001eb6fc91be7eaf87abad7d951a6d69.json,Phishing,8,4,0,3,46
VirusShare_001ec23166b3aae7bab865d7d75f6b04.json,Phishing,7,5,0,3,46
VirusShare_002092397b90aa06970d53b01e16cafa.json,Phishing,7,4,0,2,48
VirusShare_1f8833bea48474a45bebd57d4859366a.json,Phishing,8,4,0,3,46
VirusShare_1fa19d9b8809e2c2e50689036357639c.json,Phishing,8,5,0,3,45
VirusShare_1fbc73a8931da00927b9eb68c2bcd26a.json,Phishing,7,4,0,3,47
VirusShare_1fdc1cd1485ac6001a7a38903d34afe1.json,Phishing,7,6,0,4,44
VirusShare_1feffa725f2b0daba2930a52fc829d4b.json,Phishing,8,4,0,3,46
VirusShare_1fff98c3f9594eee92dc7e16b3fe7cd6.json,Phishing,8,4,0,3,46
VirusShare_202a036598b5fab5155f976a55234751.json,Phishing,8,6,0,3,44
VirusShare_204b7e4c6be30f10fc7a47d2646ed669.json,Phishing,11,5,6,8,31
VirusShare_206962478564feaac17ddadbeb17802d.json,Phishing,7,5,0,3,46
VirusShare_208518c64509d63a1edcd9050e3b6966.json,Phishing,6,5,0,3,47
VirusShare_20a9a28d8375ac909d4329e8b03a7d67.json,Phishing,8,4,0,3,46
VirusShare_20c6d46c318ff37bafb867432e1eb7d7.json,Phishing,6,4,0,3,48
VirusShare_20d726235b8859269f9dfa35cf8e2706.json,Trojan,4,6,0,4,47
VirusShare_20f61bded7a98166ea76a005ce55688b.json,Phishing,8,4,0,3,46
VirusShare_210ec6f95c92f4a96a8a84f94788c7f2.json,Phishing,8,6,0,3,44
VirusShare_211c0c65865b0a80ea3b6ac0257f1ae2.json,Phishing,8,4,0,3,46
VirusShare_21306f92b8104b963093c09f1ef30aa9.json,Phishing,8,5,0,3,45
VirusShare_00228f78dd0ca6a20201025faa98ccfa.json,Phishing,8,4,0,5,44
VirusShare_00278940d7578bf8a5e07a4160056edd.json,Phishing,7,5,0,3,46
VirusShare_00297466b7c48813de71a74890288bd1.json,Phishing,8,4,0,3,46
VirusShare_0029bcdd369b2fc74a18511aeaaf1a95.json,Phishing,9,8,6,5,33
VirusShare_002a2689f13cf2b9562fa302f6a7aabd.json,Phishing,9,5,0,3,44
VirusShare_002a72b80a15975f834bba85189992ba.json,Phishing,8,4,0,3,46
VirusShare_002b1fd494927bce3f71475f4962ecf8.json,Phishing,7,4,0,3,47
VirusShare_002b2a6fcdc08c727548798d68e6cfdb.json,Phishing,8,4,0,2,47
VirusShare_002d1c24ca66ada8edfa6ac0605c71b6.json,Phishing,8,4,0,3,46
VirusShare_002de65230867c7115b815a28c15a7ec.json,Phishing,8,5,0,3,45
VirusShare_0032d064a17f0e8b137f6b52ee28beb6.json,Phishing,8,4,0,3,46
VirusShare_0033b4c39ba95e4f303c66dcbd8e1c36.json,Phishing,9,5,0,3,44
VirusShare_0034b2a1634779c68fa4752891cdd2ee.json,Phishing,8,6,0,3,44
VirusShare_003593ca57da43577fc6a9f61c085049.json,Phishing,8,4,0,3,46
VirusShare_0036f5a988de410e24d83f0b4ee20287.json,Phishing,7,4,0,3,47
VirusShare_003705d2bc52a385bfdbf25cb99c6639.json,Phishing,5,4,0,3,49
VirusShare_0037ae724413c4d38aef3f7a6f494114.json,Phishing,8,5,0,3,45
VirusShare_0037e28e594107ad2f749bd5f1173ad7.json,Phishing,8,4,0,3,46
VirusShare_00383f881a8eb3fd999c26da20536977.json,Phishing,8,5,0,3,45
VirusShare_00397e7a2e73587e1ef0aa4a78185068.json,Phishing,7,4,0,3,47
VirusShare_003de1f62b58bb249eaebfb065bd168f.json,Phishing,7,3,0,3,48
VirusShare_00408a4738943ffcd01b3853a2218284.json,Multiple,5,5,0,2,49
VirusShare_004177c34b713e46da0c8e45d3d6e35e.json,Phishing,9,6,0,3,43
VirusShare_0041d0776bfd770f35c7af1140be4609.json,Phishing,8,5,0,3,45
VirusShare_004247002b417e4f6ecdac10743e352f.json,Phishing,7,4,0,3,47
VirusShare_00471306b5ed806eb94cb76dfa736a18.json,Trojan,5,6,0,3,47
VirusShare_00498ecde4b4a00bdd74cedab6963470.json,Phishing,9,6,0,3,43
VirusShare_004b9ab5cd271e3e2c22cd1684f3c629.json,Phishing,8,4,0,3,46
VirusShare_004cd67a324ce6740ce2da971cb3bd14.json,Phishing,7,5,0,3,46
VirusShare_004d4f94a4f16f96d790d0a637f76d8e.json,Phishing,8,4,0,4,45
VirusShare_004ef9e2637234b3cb22546d87f13539.json,Phishing,9,5,0,3,44
VirusShare_004f6cd6f72f22180031f62eb9c83b56.json,Phishing,7,5,0,3,46
VirusShare_0050f0d521c518299192032a6dd4a8e3.json,Phishing,8,4,0,4,45
VirusShare_00525035831833441320449150efbf68.json,Phishing,8,5,0,3,45
VirusShare_0054c6716de9d24de88652268e87af5b.json,Phishing,10,5,6,8,32
VirusShare_0056880a1b89bed28ec11e4eda743938.json,Phishing,9,5,0,3,44
VirusShare_0057804b331dda5c504f89bea069719c.json,Phishing,8,6,0,3,44
VirusShare_00599530eb45eb61c9f32bdb089f160e.json,Phishing,7,5,0,3,46
VirusShare_0059b869b5e8630e69c24b52e433ec0e.json,Phishing,8,5,0,3,45
VirusShare_005e8d3a3c64a1d0ddbb2d26ee6432fd.json,Phishing,6,5,0,3,47
VirusShare_006154fb041456eb20b29523f00651dc.json,Phishing,8,4,0,3,46
VirusShare_006193e5494a68dc2f0d9dc71112d7d2.json,Phishing,8,5,0,3,45
VirusShare_006578cba69f64f620dc6100e483def5.json,Phishing,7,4,0,3,47
VirusShare_0065e37d880ce53b1b479fe0de423244.json,Phishing,9,9,7,4,32
VirusShare_0065f78b0ec9bd18073ef1c2ad2e2f1f.json,Phishing,7,4,0,3,47
VirusShare_0066b475df22ebe64a7b2ecbc48d652f.json,Phishing,8,4,0,3,46
VirusShare_006ace128f1ea96cd48020a8ba333185.json,Phishing,8,5,0,3,45
VirusShare_006b2da8fbef32300ea5e34c3b717f7e.json,Phishing,7,5,0,3,46
VirusShare_006b3c5c71baccaaf771682b6a02dbea.json,Phishing,9,6,5,8,33
VirusShare_006c56588f47921d55a5f934caddfec8.json,Phishing,8,4,0,3,46
VirusShare_006e03371fb3da1449da30048fae6de5.json,Phishing,7,5,0,3,46
VirusShare_006f21d95910df5c3ba9e0746a168bbd.json,Phishing,9,3,5,8,36
VirusShare_00718687418272d1c796da5d56e08c64.json,Phishing,8,4,0,3,46
VirusShare_0072546cdf32a9554f4b06f74160155a.json,Phishing,7,5,0,3,46
VirusShare_0074608e9973646e160618043e961ecf.json,Phishing,9,5,0,3,44
VirusShare_0074973e0cf3d8f9a267fb4646b67b94.json,Phishing,8,7,0,4,42
VirusShare_0074ce306172578e5b3bf7ddfff8b9ca.json,Phishing,8,5,0,3,45
VirusShare_0076eff1c26c23bcb832153a6a2da891.json,Phishing,8,7,0,5,41
VirusShare_0076f41c039bc4ea9e26d1b36f4cd8e0.json,Phishing,8,5,0,3,45
VirusShare_00772a6d749d210040e0668a99f6efbe.json,Phishing,7,4,0,3,47
VirusShare_007ba1cee8b12de5d420318dec57063c.json,Phishing,8,4,0,3,46
VirusShare_007dd6cb9e60ccab55e967e9e078c78d.json,Phishing,8,4,0,3,46
VirusShare_007f3d79c4fe7b42321b743c8e05fbc9.json,Phishing,10,4,6,8,33
VirusShare_00825e8082a5f18b2af7a5033aef802a.json,Phishing,8,6,0,3,44
VirusShare_0083f6139716c9f3bf84f9c97d5ba5b1.json,Phishing,8,5,0,3,45
VirusShare_00844b280f0a7ab940afd7f1c1535b65.json,Phishing,8,4,0,3,46
VirusShare_008494e288e484fe4f8474280213e4cb.json,Phishing,8,5,0,3,45
VirusShare_0088d36434e06ea19ded0604a47b78bb.json,Phishing,8,4,0,3,46
VirusShare_008b51aea5841dbe6bd0c51d11cc50c9.json,Phishing,7,5,0,3,46
VirusShare_008be6c8ed3de1f1b86a9daca07cda04.json,Phishing,9,3,0,2,47
VirusShare_008e10d29ddd872a3ba073f34f5e175e.json,Phishing,7,4,0,3,47
VirusShare_008e9bb5acad6dafedbe22ab6338e621.json,Phishing,9,5,0,3,44
VirusShare_008f256f34a2733dacba195677589004.json,Phishing,8,5,0,3,45
VirusShare_008ffe7cd574446edb28de5e99061686.json,Phishing,7,4,0,3,47
VirusShare_0099065c63d6ba70ae7736bf278a066c.json,Phishing,5,4,0,2,50
VirusShare_00990ba564b1072d2e0c452c63564356.json,Phishing,8,6,5,6,36
VirusShare_009a83d43a92f615d8bfe552b3488911.json,Phishing,7,4,0,3,47
VirusShare_009ecad6e6e4040bbff29666882b4f36.json,Phishing,8,5,0,3,45
VirusShare_00a1586bbf70ed699bdb6322597b84ea.json,Phishing,7,4,0,3,47
VirusShare_00a1f94cf8b82eaf8d5ded840c6b9914.json,Phishing,8,5,0,3,45
VirusShare_00a63ff73a263031555cfc03ba595692.json,Phishing,7,4,0,4,46
VirusShare_00a6419d21038577881f8c56238b4dea.json,Phishing,7,4,0,3,47
VirusShare_00a879dca851c9c214e500251ad97f99.json,Phishing,8,4,0,3,46
VirusShare_00aa202c7cab8794c12468425ce1d136.json,Phishing,11,4,6,9,31
VirusShare_00ac6ac85ad59bdc7503b31843c14fd7.json,Phishing,7,4,0,3,47
VirusShare_00ae740ab5d8e92cdeb044be81ff9e24.json,Phishing,8,5,0,2,46
VirusShare_00b16e419796ee639f235498310cfb6c.json,Phishing,7,4,0,3,47
VirusShare_00b1ded434d5c58f9ada44f82c109f14.json,Phishing,7,2,0,2,50
VirusShare_00b1f931e1c131fa015e7cd590fbf449.json,Phishing,9,6,6,8,32
VirusShare_00b24ba462865426c72e8dfbdf074c34.json,Phishing,7,5,0,3,46
VirusShare_00b3f447e10eb364493e85392b81241e.json,Phishing,10,5,6,8,32
VirusShare_00b58f4ba947878ddfa498d92538978f.json,Phishing,8,5,0,5,43
VirusShare_00b5c3fb821f3ccabb3c32f86702f3eb.json,Phishing,8,7,0,3,43
VirusShare_00b7c8e9ee8510c45e38c345e4baefd1.json,Phishing,7,4,0,3,47
VirusShare_00b8dc851fe46340622e1aa05399004d.json,Phishing,7,4,0,3,47
VirusShare_00bac2791543a81596fc666681bcf2ef.json,Phishing,7,4,0,4,46
VirusShare_00bb5f54d7292bf48d68dd35c867ee07.json,Phishing,8,4,0,3,46
VirusShare_00bbba5b08e9cd55ba3253d17bcd3994.json,Phishing,7,4,0,4,46
VirusShare_00be275aadde2ba3b948532f832e89f7.json,Phishing,8,6,0,4,43
VirusShare_00c11772281ffbb128530fbacd87b701.json,Phishing,8,4,0,3,46
VirusShare_00c213181c3952c2856eba3f894d8da1.json,Phishing,8,4,0,3,46
VirusShare_00c30ba5fb9fe3d546c9cd1cd567233c.json,Phishing,9,7,7,5,33
VirusShare_00c4820e5b7f4525691c678fb48210f8.json,Phishing,6,5,0,3,47
VirusShare_00c4e1b0ba62540cc97e85e535333f1e.json,Phishing,7,5,6,3,40
VirusShare_00c963f2603b8e44e0b80f927acf1bb6.json,Phishing,8,4,0,3,46
VirusShare_00ca6bc65f3f5905cedb1bd50b5efc99.json,Phishing,8,5,0,3,45
VirusShare_00cd1c020844789e14c46e2f8f07f4d9.json,Phishing,7,5,0,3,46
VirusShare_00cd5f1e132464a083e42d86c7bc8ca7.json,Phishing,8,4,0,3,46
VirusShare_00cda051f196e97cb7254472a43ab7ac.json,Phishing,8,6,0,3,44
VirusShare_00d133319e3ccbf7ec239dc12f708374.json,Phishing,7,4,0,4,46
VirusShare_00d18d9668ff9de69706aa5370264f33.json,Phishing,7,4,0,3,47
VirusShare_00d261163c836ae1f06b8643ea144832.json,Phishing,8,4,0,3,46
VirusShare_00d2c9b3eb421304a87177a05b76688b.json,Phishing,7,5,0,5,44
VirusShare_00d3561f14695def697e58dfb563419d.json,Phishing,8,4,0,2,47
VirusShare_00d6b1c41fe26f8e87b99bc673ddb6fe.json,Phishing,6,4,0,3,48
VirusShare_00d6dfc374e8a8dfc7d591a28b4d66a5.json,Phishing,8,4,0,3,46
VirusShare_00d88790330968850e46b1b7cc0d79f9.json,Phishing,8,6,0,5,42
VirusShare_00de86ec4bac14166b195b68fecb9c74.json,Phishing,6,4,0,3,48
VirusShare_00de95d47ab69a0772dd618e6151ea20.json,Phishing,9,6,6,5,35
VirusShare_00deb92631d19e9430e58a14ae62ff88.json,Phishing,8,5,0,3,45
VirusShare_00e22d486b05c4c35757c7028837e65f.json,Phishing,8,4,0,3,46
VirusShare_00e25fe8733c934b2414c28974dfc985.json,Phishing,6,3,0,3,49
VirusShare_00e2f8d44216bc6ee3df5e71cbc2e93c.json,Trojan,8,13,0,4,36
VirusShare_00e4ab853ff1e333c8b94072ad332e3b.json,Phishing,7,5,0,5,44
VirusShare_00e5f07586cabd0c2298863eb1e6897b.json,Phishing,8,5,0,3,45
VirusShare_00e69fa8f6796a63471ae162e20ccdd7.json,Phishing,10,4,6,9,32
VirusShare_00ec086e9d5577127f03412f899394bf.json,Phishing,7,5,0,3,46
VirusShare_00ecb8c2487379026c73224d15f2f774.json,Phishing,7,5,0,3,46
VirusShare_00eef8c2232832b9cf79231253f1cd66.json,Phishing,8,5,0,3,45
VirusShare_00efc1006dcec4100070d40c1f0e3bf8.json,Phishing,8,4,0,4,45
VirusShare_00f04162d825bd61f92d837139b1b9d8.json,Phishing,8,2,0,2,49
VirusShare_00f3d2ae07561a4140f7aa3753b7028c.json,Phishing,8,7,0,4,42
VirusShare_00f501c76223310bf585dc75e549beab.json,Phishing,9,3,0,1,48
VirusShare_00f510bf183e74310579323f2b4d1c9d.json,Multiple,8,8,0,4,41
VirusShare_00f51c25f52253bedaecb2e2999b65f2.json,Phishing,8,4,0,3,46
VirusShare_00f52d22df6fe18689deec8cf2898d43.json,Phishing,9,5,0,3,44
VirusShare_00f539038ac42acb16c09205f342909e.json,Phishing,9,5,0,4,43
VirusShare_00f593b1ed806bbf8995267e3f7dd7ba.json,Phishing,8,5,0,3,45
VirusShare_00f620fca203711ca5b0339de12a32d8.json,Phishing,8,4,0,3,46
VirusShare_00f6b846ac6a623b207a4d8429a0b103.json,Phishing,8,4,0,3,46
VirusShare_00f9a686b3530e39014d309f09be4c4d.json,Phishing,8,5,0,5,43
VirusShare_00fab729ae5d9d3766714495efb6d321.json,Phishing,7,4,0,2,48
VirusShare_00fb967d4df6d88566c4316db939c7cc.json,Phishing,7,5,0,3,46
VirusShare_00fd5da508d0e4866250f76ee984671f.json,Phishing,8,4,0,3,46
VirusShare_00fdc4be228dbf29bc6a529f0b1f661c.json,Phishing,8,5,0,3,45
VirusShare_00fee85bed977f41f02355c700523dd5.json,Phishing,10,5,6,8,32
VirusShare_0103c51333187445806bc4fe3c43dae3.json,Phishing,7,4,0,3,47
VirusShare_0105da21a76111b5163034ec4082d5d5.json,Phishing,7,4,0,3,47
VirusShare_0106572c5489d18922a812a57cb303f3.json,Phishing,8,4,0,3,46
VirusShare_010d2abb026cfadbedafe9b8cba27a51.json,Phishing,8,6,0,4,43
VirusShare_0113d8497f7d7951f485f106cd8ab8ae.json,Phishing,6,4,0,3,48
VirusShare_01152d2ef443918049377c525f7944d9.json,Phishing,12,7,6,5,31
VirusShare_0115e2773f247d3f16335287f9a0373f.json,Phishing,7,5,0,3,46
VirusShare_011648a3611739cbf4455087a00823d7.json,Phishing,8,5,0,5,43
VirusShare_011a2dc5821e37413d9be97807d91478.json,Phishing,10,4,6,9,32
VirusShare_011cf601d948119099e9cb6b59d3bd9d.json,Phishing,8,6,0,3,44
VirusShare_011e7c8cfbd85e2d460b6ed3a464070f.json,Phishing,8,3,1,3,46
VirusShare_01217ac4eb99683e252ac78b49598242.json,Phishing,7,4,0,3,47
VirusShare_0125e0001370a8395fd7c9f71696e28c.json,Phishing,9,3,1,2,46
VirusShare_012676d8815f37ebe4a9e6aa91c096a9.json,Phishing,8,5,0,3,45
VirusShare_012685903302db8ddc7fb6ba1f36108c.json,Phishing,7,5,0,6,43
VirusShare_0126c3ca64685209b3df6007bc297581.json,Multiple,8,8,0,3,42
VirusShare_0128fca720a7a399b01162937243b936.json,Phishing,8,4,0,3,46
VirusShare_0129e02818d6e2ea36daaf5c11d07f4e.json,Phishing,6,4,0,3,48
VirusShare_012c1a9ae72c09405f2672fbc6f465d2.json,Phishing,6,4,0,3,48
VirusShare_012cc217c882e8656438a8f6e480e449.json,Phishing,8,6,6,8,33
VirusShare_012d47c2886bbef7dca01a055eb1fbc8.json,Phishing,8,4,0,3,46
VirusShare_012decd6bf9ef7e389c6c39aee0f1c2c.json,Phishing,6,5,0,3,47
VirusShare_012f765b08fa35051fdee5581529f7b2.json,Phishing,6,4,0,3,48
VirusShare_01308108726fc84a2ae20c75c32601e2.json,Phishing,7,4,0,3,47
VirusShare_01326aa51ccbb1a39461fcc20c892de7.json,Phishing,8,5,0,3,45
VirusShare_013305f12fb4089c0df6eb36aff66f14.json,Phishing,7,4,0,4,46
VirusShare_013389ef3d2fd8e93f47c0e9a6b3b9c2.json,Phishing,8,5,0,3,45
VirusShare_0134a0033832f000572ebbc88aa90881.json,Phishing,8,6,0,4,43
VirusShare_01361505b40e18020ff159a8f4abb423.json,Phishing,8,4,0,3,46
VirusShare_013665cd7f39c28a8002057633130bf0.json,Phishing,8,4,0,3,46
VirusShare_01381f3e07600cf3fd35da501765a647.json,Phishing,11,8,7,7,28
VirusShare_01383e92f90f32579b4e30ea96f23e68.json,Phishing,11,4,6,8,32
VirusShare_013a8a999418f78b5b290d9fa8f3a823.json,Phishing,11,6,7,7,30
VirusShare_013bf1e941ed3a5af1c23deb4c4a9bf4.json,Phishing,7,5,0,3,46
VirusShare_0009b596108bb005c413f8b50415a153.json,Phishing,7,5,0,3,46
VirusShare_001932a00853270f70d9e449a4c35aa5.json,Phishing,9,5,6,9,32
VirusShare_0022424404a4c07635de4aadbd127885.json,Phishing,7,4,0,3,47
VirusShare_00316ea1fe6b69a305c4b3d6742e78ee.json,Phishing,7,4,0,3,47
VirusShare_003a38f19108bc9adc02715500036d7e.json,Phishing,7,4,0,3,47
VirusShare_004e56f9bca79c98bbbf9e6e121deac2.json,Phishing,6,5,0,4,46
VirusShare_005f952d0b322a2fc2aef6142e5a68f1.json,Phishing,8,4,0,3,46
VirusShare_006df14b145bda0a628f0f04da6049c5.json,Trojan,5,6,0,7,43
VirusShare_0079dace1d9fb13f6c937953d2618885.json,Phishing,5,2,0,3,51
VirusShare_013c3173bb6c0a43ad899014906552d4.json,Trojan,7,12,0,6,36
VirusShare_013cbb868b1aca1bdd84b2e22c26f32d.json,Phishing,7,4,0,3,47
VirusShare_013d21e6995cbcb9735ce5f7cec36643.json,Phishing,8,5,0,3,45
VirusShare_013e60af890b7f76d473a321994ea257.json,Phishing,6,4,0,3,48
VirusShare_013fa5f29e8d02c2eb220399b70c9a3a.json,Phishing,8,5,0,3,45
VirusShare_01415898783b706bfd5f1875902d3ae1.json,Phishing,7,4,0,3,47
VirusShare_01424fe834d5e7ce5e94679500b2f9d3.json,Phishing,6,4,0,3,48
VirusShare_0144891b27c344e25529fffa4b07b066.json,Phishing,7,3,0,2,49
VirusShare_0148ddff1b00ac716a55ae7903a6c352.json,Phishing,8,4,0,3,46
VirusShare_014be4f44c1a74ac71718a702438a3aa.json,Phishing,8,4,0,3,46
VirusShare_014e4cd2af9b1ba41ea8ac08b1e65bb3.json,Phishing,7,6,0,3,45
VirusShare_014f5ac4f8ecd77539972151d5398d97.json,Phishing,7,5,0,3,46
VirusShare_014ffa6f6b4a5670f555ddd4d4c91143.json,Phishing,8,4,0,3,46
VirusShare_01500cf68a43852c58fc043f95ca455a.json,Phishing,7,5,0,3,46
VirusShare_0150c97a8cfb751648f65527dd81e537.json,Phishing,8,4,0,3,46
VirusShare_01541c390972ffbd149408e6ea783d07.json,Phishing,7,5,0,3,46
VirusShare_015473af21d2214ff171c2eefc4df0c8.json,Phishing,8,5,0,3,45
VirusShare_0157396d61731a74a7a225ec377c05fd.json,Phishing,9,6,0,3,43
VirusShare_0158e8d1f6044c60a4b9bafa508778b5.json,Phishing,5,4,0,4,48
VirusShare_0159716926b3424f836c3eb1b076f182.json,Phishing,11,7,7,7,29
VirusShare_0159e3262fb7fa0a9ce3bc1e12d11874.json,Phishing,7,4,0,3,47
VirusShare_015a0345a3ffc86932996e5ebe8049f8.json,Phishing,7,4,0,3,47
VirusShare_015c0cf1596b762cdf0f832a6d6271f6.json,Phishing,8,5,0,3,45
VirusShare_015c6417e227df38670ededf6617b6bb.json,Phishing,9,5,0,3,44
VirusShare_015d34d3025bd7e9282670f14eeb03fb.json,Phishing,7,4,0,3,47
VirusShare_015d7aa23492a1be443c36105799ea3d.json,Phishing,8,5,0,4,44
VirusShare_015ef875ff241f14fdd7dedb6be0178f.json,Phishing,8,4,0,3,46
VirusShare_015f5f4ba84b58375f15a47f973c56da.json,Phishing,7,6,0,3,45
VirusShare_016010e2752a9f502fe579367fa696cc.json,Phishing,8,4,0,3,46
VirusShare_01611bf8ebfea31666c9712553299363.json,Phishing,7,4,0,3,47
VirusShare_01614ee8fac040517083dd69f1f9367b.json,Phishing,8,5,0,3,45
VirusShare_0161975dc4ccf051aa5d623cc201d730.json,Phishing,8,4,0,3,46
VirusShare_0163509deb519f400b4fe204c0d4d773.json,Phishing,8,4,0,3,46
VirusShare_01639897050eacaa1d7f9c33df9dcd7d.json,Phishing,8,4,0,3,46
VirusShare_0164728837bd44bcdd4d90203e7cead2.json,Phishing,7,4,0,3,47
VirusShare_0167702863b302672b89f9d26dc9848e.json,Phishing,6,4,0,3,48
VirusShare_016929de0e05914b8ffcad313d316e92.json,Phishing,6,5,0,2,48
VirusShare_016a1f8141b70edcb8cd5be4006db122.json,Phishing,7,5,0,3,46
VirusShare_016c2eb5f0f4c283ea455092db2ead8b.json,Phishing,6,4,0,3,48
VirusShare_016df572489c2d67217f95a9b5b8069b.json,Phishing,8,4,0,3,46
VirusShare_0170e0aad7cbad74d35bf07b8e553479.json,Phishing,8,7,0,3,43
VirusShare_017133ebd3d7378654cbccbed4b7494d.json,Phishing,9,5,0,2,45
VirusShare_0171fe7c4aaa491149cd46c0c8348783.json,Phishing,8,5,0,3,45
VirusShare_0172725a7127cf5679b39ea4acde7f11.json,Phishing,5,3,2,8,43
VirusShare_0173268d51927baf631a284372bcb8c8.json,Phishing,8,4,0,3,46
VirusShare_017487e44fe9501e44a2f703aab4a2f0.json,Phishing,9,5,0,3,44
VirusShare_01769ff1d528a610666115ed2b04cc1e.json,Phishing,10,5,6,8,32
VirusShare_0176eb30b38d3b09fc7adea9149cec3d.json,Phishing,10,5,6,8,32
VirusShare_01774f4ed8b391229fe7accd35c4f608.json,Phishing,8,3,0,3,47
VirusShare_017b6d1dad45569b1651cf3f2cc87e94.json,Phishing,8,4,0,3,46
VirusShare_017bd393882c217017ca907b45600e69.json,Phishing,8,5,0,3,45
VirusShare_01824637bc72701387f0720388cd6910.json,Phishing,8,5,0,3,45
VirusShare_0184755a5f1b7245f6157ae6ed20b642.json,Phishing,6,4,0,3,48
VirusShare_01865f73ba61722d09769277600e8ec6.json,Phishing,8,4,0,3,46
VirusShare_0189b38b472493519cfdd92e1ecc80ab.json,Phishing,8,5,0,3,45
VirusShare_018bdb1b237d16aa82b6e3dde966cc09.json,Phishing,11,2,5,9,34
VirusShare_018fb5a84b4919a6d7a297ec9a2e9a36.json,Phishing,7,5,0,3,46
VirusShare_0191a7fb72c05987d19b229fa1debec2.json,Phishing,10,5,6,8,32
VirusShare_01920167e5d6ca4bcc40bf2b055296ab.json,Phishing,8,5,0,3,45
VirusShare_0193a7a04c45bdc5317d1b470248d374.json,Phishing,8,6,0,5,42
